property_type,sector,balcony,agePossession,luxury_category,floor_category,facing,bedRoom,bathroom,built_up_area,servant room,store room,furnishing_type,price
ind-house,sector 26,3,Old Property,Class C,Low Floor,North-West,5,6,4518.0,1,1,0,17.0
ind-house,sector 26,3+,Old Property,Class D,Low Floor,East,4,4,3771.0,0,0,1,4.6
flat,sector 112,3+,Relatively New,Class C,High Floor,South,4,6,3573.33,1,0,1,5.31
ind-house,sector 6,2,Moderately Old,Class D,Low Floor,East,4,2,1600.0,0,0,1,0.4
flat,sector 37d,3,Relatively New,Class C,Middle Floor,East,3,3,1990.0,0,0,1,1.1
ind-house,sector 17b,2,Old Property,Class D,Low Floor,West,4,4,4518.0,1,0,0,8.5
flat,sector 43,3+,Moderately Old,Class B,Middle Floor,North,4,4,3117.0,0,0,0,3.25
flat,sector 37c,3,Relatively New,Class D,Middle Floor,West,3,4,1900.0,1,0,1,1.1
flat,sector 90,3+,Relatively New,Class C,Middle Floor,West,4,4,2143.0,1,0,1,1.6
flat,sector 43,3+,Old Property,Class A,Middle Floor,North-East,3,3,1385.0,0,1,0,1.5
ind-house,sector 50,3+,Moderately Old,Class D,Low Floor,East,5,5,3240.0,0,0,1,11.29
flat,sector 109,1,Moderately Old,Class D,Low Floor,North-West,3,3,2419.0,0,0,1,1.38
flat,sector 71,3,Relatively New,Class D,Low Floor,North,3,3,1469.0,0,0,0,1.2
ind-house,sector 25,0,Relatively New,Class D,Low Floor,East,9,9,7000.0,0,0,1,13.5
ind-house,sector 112,3,New Property,Class B,Low Floor,South-East,4,6,6382.0,1,1,0,7.99
flat,sector 70,3,New Property,Class D,Middle Floor,North-East,3,3,1768.0,1,1,1,1.9
flat,sector 102,1,Under Construction,Class B,Middle Floor,North,2,2,819.0,0,0,1,1.1
flat,sector 86,3+,Moderately Old,Class C,Middle Floor,West,3,4,1742.0,1,0,1,1.28
flat,sector 1a imt manesar,3+,Moderately Old,Class D,Middle Floor,South,3,2,1696.0,0,0,1,0.65
flat,sector 3,0,Old Property,Class C,Low Floor,North-East,2,2,1056.0,0,0,1,1.35
ind-house,sector 109,3,Relatively New,Class B,Low Floor,West,7,6,3600.0,1,0,1,9.5
ind-house,sector 13,3,Moderately Old,Class D,Low Floor,North-West,2,4,785.0,1,0,1,0.9
flat,patel nagar,1,Relatively New,Class D,Low Floor,West,2,2,856.0,0,0,0,0.43
flat,sector 112,3,Relatively New,Class A,Middle Floor,North-East,2,2,2441.0,0,0,1,2.6
ind-house,sector 50,3+,Old Property,Class B,Low Floor,South-East,4,4,2160.0,1,0,1,6.8
flat,sector 90,3,Relatively New,Class C,Middle Floor,South-East,2,2,1050.0,0,0,1,0.65
flat,sector 9a,3+,Moderately Old,Class D,Middle Floor,North-East,4,3,2056.0,0,0,1,1.5
flat,sector 89 a,3,Under Construction,Class C,Middle Floor,North,3,3,1480.0,0,0,1,1.5
flat,sector 108,3+,Relatively New,Class C,Middle Floor,South,3,3,1275.53,0,0,1,1.2
flat,sector 56,3+,Moderately Old,Class C,Middle Floor,North,3,3,1900.0,1,0,0,1.55
flat,sohna road,1,New Property,Class D,Low Floor,East,2,2,523.0,0,0,1,0.36
ind-house,sector 25,2,Moderately Old,Class B,Low Floor,South-East,5,5,3375.0,0,0,0,9.9
flat,sohna road,3,Relatively New,Class A,Low Floor,North,3,3,1281.0,0,0,1,0.7
ind-house,sector 55,3+,Relatively New,Class C,Low Floor,East,1,4,60.0,0,1,1,1.45
flat,sector 107,1,Relatively New,Class D,Middle Floor,South,2,2,497.0,0,0,1,0.36
ind-house,palam vihar extension,2,Moderately Old,Class D,Low Floor,West,3,4,900.0,0,0,1,0.4
flat,sector 104,3+,Relatively New,Class C,Middle Floor,East,3,4,1672.0,1,0,1,1.25
flat,sector 22,3+,New Property,Class D,Middle Floor,South-East,4,5,3333.0,1,0,0,6.16
flat,sector 102,3,Relatively New,Class C,Low Floor,North,2,2,1287.0,0,0,1,1.4
ind-house,sector 92,3,Relatively New,Class D,Low Floor,North-West,4,4,1743.0,0,0,1,0.85
flat,sector 80,2,Moderately Old,Class B,Middle Floor,North-West,3,4,1854.0,0,1,1,1.4
flat,sector 85,3+,Relatively New,Class B,Middle Floor,East,2,2,1492.0,0,1,1,1.3
flat,sector 69,2,Relatively New,Class A,Low Floor,North-West,4,4,1892.0,0,0,1,2.05
flat,sector 84,3+,New Property,Class C,Middle Floor,South-East,3,2,1224.0,0,0,0,0.94
flat,sector 104,2,Relatively New,Class B,Middle Floor,North-East,2,2,1405.0,0,0,1,1.32
ind-house,sector 3a,0,Moderately Old,Class D,Low Floor,North-West,1,1,750.0,0,0,1,0.55
ind-house,sector 89,2,Under Construction,Class D,Low Floor,South-West,3,3,1423.0,0,0,1,1.25
flat,sector 33,3,Moderately Old,Class D,Middle Floor,East,2,2,1100.0,0,0,0,1.1
ind-house,sector 17,0,Old Property,Class D,Low Floor,North,4,4,3000.0,0,0,1,3.0
flat,sector 39,3,Old Property,Class D,Middle Floor,East,5,4,3556.0,1,0,2,2.0
flat,sector 66,2,Relatively New,Class C,Middle Floor,East,3,3,1950.0,1,0,1,3.0
flat,sector 99a,1,Relatively New,Class C,Low Floor,North-East,2,2,606.0,0,0,1,0.35
flat,sector 82,2,Relatively New,Class B,Middle Floor,East,2,2,1296.0,0,0,0,0.86
flat,sector 37c,3,Relatively New,Class C,Middle Floor,East,3,3,1435.0,0,0,1,0.9
flat,sector 84,2,Relatively New,Class D,High Floor,North-West,3,3,1475.0,0,0,1,1.01
flat,sector 79,3,Under Construction,Class C,Middle Floor,North-East,3,4,1949.0,0,0,1,1.9
ind-house,sohna road,1,New Property,Class D,Low Floor,West,2,2,1150.0,0,0,1,0.49
flat,sector 68,3,New Property,Class D,Low Floor,West,4,4,1812.0,0,0,1,1.7
flat,sector 67a,2,Relatively New,Class C,Middle Floor,North,2,2,1150.0,0,0,1,1.4
flat,sector 109,3+,Relatively New,Class B,Middle Floor,North-East,4,5,2856.0,1,0,1,2.95
flat,sector 104,3+,Relatively New,Class D,Middle Floor,East,4,4,2305.0,1,0,1,2.55
flat,sector 70a,2,Relatively New,Class D,Low Floor,South-East,3,3,1300.0,0,0,1,1.25
ind-house,sector 26,3+,New Property,Class B,Low Floor,North,6,7,4518.0,1,1,0,17.3
flat,sector 102,3,Relatively New,Class D,Low Floor,North,3,3,1316.0,0,0,1,1.42
ind-house,sector 11,2,Moderately Old,Class D,Low Floor,South,8,5,2476.0,0,0,1,1.8
flat,sector 86,1,Relatively New,Class A,High Floor,South-East,3,3,1550.0,0,0,1,1.5
flat,sector 102,3,Relatively New,Class B,Low Floor,East,3,3,1316.0,1,0,1,1.3
flat,sector 92,2,Under Construction,Class C,Low Floor,North,3,4,1478.0,0,0,1,1.7
flat,sector 4,1,Relatively New,Class D,Low Floor,North-East,2,2,722.0,0,0,1,0.43
flat,sector 50,3+,Moderately Old,Class A,Middle Floor,East,3,3,1830.0,0,0,0,1.82
flat,sector 106,1,Relatively New,Class B,Middle Floor,East,1,1,567.0,0,0,1,0.39
flat,sector 103,3,Relatively New,Class C,Low Floor,North-East,2,3,1258.0,1,0,1,0.89
flat,sector 81,3,Relatively New,Class C,Middle Floor,West,2,2,1224.0,0,0,0,0.88
flat,sector 113,3+,Under Construction,Class B,High Floor,East,4,4,2553.0,1,0,1,3.25
ind-house,sector 48,3+,Moderately Old,Class D,Low Floor,North,4,5,4000.0,1,0,0,8.4
flat,sector 79,3,Relatively New,Class B,Low Floor,North-East,3,3,2167.0,0,0,0,1.1
flat,gwal pahari,3+,Relatively New,Class C,Middle Floor,South-West,4,4,5440.0,1,0,1,7.0
flat,sector 86,1,New Property,Class D,Middle Floor,North,3,2,1878.0,0,0,1,0.95
ind-house,sector 6,2,Moderately Old,Class D,Low Floor,East,3,3,600.0,0,0,1,0.5
flat,sohna road,3,Relatively New,Class C,Low Floor,North-West,3,3,1599.0,0,0,1,0.9
flat,sector 83,3,Moderately Old,Class B,Middle Floor,South-West,4,4,1972.0,1,0,1,1.25
flat,sector 111,3+,Under Construction,Class C,Middle Floor,East,4,4,3056.0,0,0,1,4.67
flat,sector 89 a,3+,New Property,Class D,Middle Floor,South-West,3,3,1949.0,1,0,1,1.85
flat,sector 70,3,Relatively New,Class B,Middle Floor,North,3,5,1529.0,1,0,1,1.66
flat,sector 70a,3,Relatively New,Class D,Low Floor,North-East,4,3,2111.0,0,0,0,1.7
flat,sector 77,2,Relatively New,Class D,Middle Floor,North,2,2,1164.0,0,0,0,0.8
flat,sector 12,3,New Property,Class D,Middle Floor,North-East,4,3,3150.0,0,0,1,2.7
ind-house,sector 48,3,Moderately Old,Class D,Low Floor,North-East,7,7,2340.0,0,0,0,4.75
flat,sohna road,2,Relatively New,Class B,Middle Floor,East,2,2,1017.0,0,0,2,0.88
flat,sector 82,3,Relatively New,Class B,Middle Floor,South,3,3,2000.0,1,0,0,1.37
flat,sector 79,3,Relatively New,Class B,High Floor,South-West,3,3,1155.0,0,0,1,1.1
flat,sector 61,2,New Property,Class C,Low Floor,North-East,2,2,1278.0,0,0,1,1.47
flat,sector 68,2,New Property,Class D,Middle Floor,North-East,2,2,1200.0,0,0,1,0.93
ind-house,sector 7,3,Old Property,Class D,Low Floor,North-East,2,4,900.0,1,0,0,0.9
flat,sector 107,2,Relatively New,Class D,Middle Floor,South,2,2,543.0,0,0,1,0.28
flat,sector 10a,2,New Property,Class D,Middle Floor,East,2,3,1389.0,0,0,1,0.8
flat,sector 88a,3,Relatively New,Class A,High Floor,South-East,2,2,1389.0,0,0,0,1.19
flat,sector 99,3+,New Property,Class C,Low Floor,North-East,4,4,2835.0,0,0,1,1.9
ind-house,new palam vihar phase 2,1,Old Property,Class D,Low Floor,North-East,3,2,4000.0,0,0,1,2.5
ind-house,sector 27,3,Relatively New,Class B,Low Floor,North-East,9,9,3042.0,1,1,2,8.0
ind-house,sector 4,2,Old Property,Class D,Low Floor,East,3,3,2250.0,0,0,1,3.2
flat,sector 109,3+,Relatively New,Class D,Low Floor,North-West,3,4,1797.0,1,0,1,1.5
flat,sector 66,3+,Moderately Old,Class B,Low Floor,South-East,3,4,2200.0,1,0,0,3.98
flat,sector 102,3,Under Construction,Class A,High Floor,South,3,3,1656.0,0,0,1,2.5
flat,sector 56,3+,Old Property,Class B,Middle Floor,West,4,4,2600.0,0,1,0,2.05
flat,sector 84,3,Relatively New,Class C,Middle Floor,South,3,3,1655.0,0,0,1,0.9
flat,sector 69,2,Relatively New,Class A,Low Floor,South-East,4,4,1892.0,0,0,1,2.0
ind-house,sector 57,3+,Old Property,Class C,Low Floor,South,4,4,1620.0,0,1,0,3.5
flat,sector 59,3,Under Construction,Class D,Low Floor,West,3,4,2081.0,0,0,1,4.25
flat,sector 60,3,Relatively New,Class A,Middle Floor,South-East,3,3,2300.0,1,0,0,3.05
flat,sector 79,3,New Property,Class D,Low Floor,North-East,2,2,1425.0,0,0,1,1.3
ind-house,sohna road,0,Relatively New,Class D,Low Floor,North-East,1,1,33.0,0,0,1,0.07
ind-house,sector 52,3+,Moderately Old,Class D,Low Floor,East,6,5,3132.0,0,0,1,8.0
ind-house,sector 56,3+,Moderately Old,Class D,Low Floor,North-East,5,5,1449.0,0,0,1,3.6
flat,sector 70,3,Relatively New,Class D,Low Floor,East,2,2,1224.0,0,0,1,1.25
flat,sector 37d,2,Relatively New,Class D,Middle Floor,South-East,3,3,1185.0,0,0,2,0.9
flat,sector 104,3+,Relatively New,Class A,High Floor,East,4,4,3067.0,1,0,0,2.6
flat,sector 48,3+,Moderately Old,Class A,Middle Floor,South,3,3,1576.0,1,0,0,1.76
ind-house,sector 12,1,Old Property,Class D,Low Floor,North,2,5,2052.0,0,0,1,1.35
ind-house,sector 48,2,Moderately Old,Class B,Low Floor,South,3,4,2592.0,1,1,0,7.25
ind-house,sector 5,0,Relatively New,Class D,Low Floor,West,1,1,1500.0,0,0,1,1.0
flat,sector 102,3,Relatively New,Class A,Middle Floor,North,3,4,1316.0,1,0,0,1.55
flat,sohna road,1,Relatively New,Class D,Low Floor,South,2,2,743.0,0,0,1,0.29
flat,sector 89,2,New Property,Class D,Low Floor,North-East,3,3,1581.0,0,0,1,1.25
flat,sector 5,1,Relatively New,Class D,Low Floor,East,3,2,1000.0,0,0,1,0.4
flat,sector 109,3+,Relatively New,Class A,Middle Floor,North-East,3,4,1797.0,1,0,1,1.75
flat,sector 90,3,Relatively New,Class B,Low Floor,North-East,2,2,1123.0,0,0,1,0.66
flat,sector 37c,3+,Relatively New,Class C,Middle Floor,West,2,2,1310.0,0,0,1,0.66
flat,sector 85,3,Relatively New,Class A,Middle Floor,North-East,3,4,2400.0,1,0,1,1.93
flat,sector 107,3+,Relatively New,Class A,Middle Floor,North-East,2,2,1238.0,0,0,0,0.8
flat,sector 56,3+,Moderately Old,Class B,Low Floor,North,3,3,1723.0,0,0,0,1.45
flat,sector 92,2,Relatively New,Class D,Low Floor,North-East,3,2,1473.0,0,0,1,0.8
flat,sector 74,2,New Property,Class D,High Floor,South-West,2,2,1275.0,0,0,1,1.6
ind-house,sector 9,3+,Relatively New,Class D,Low Floor,North-East,9,9,2610.0,0,0,1,3.5
ind-house,sohna road,2,New Property,Class C,Low Floor,North,2,3,1053.0,0,0,0,1.5
ind-house,sector 54,3,New Property,Class C,Low Floor,North,4,4,2844.0,1,0,1,3.51
ind-house,sector 6,1,Moderately Old,Class C,Low Floor,East,2,4,713.0,0,0,1,0.75
flat,sector 84,1,Relatively New,Class D,Low Floor,East,2,2,529.0,0,0,1,0.35
flat,sector 63a,3+,Under Construction,Class C,Low Floor,North,3,3,2667.0,0,0,1,3.7
flat,sector 90,3+,Moderately Old,Class B,Middle Floor,South,4,4,2472.0,0,0,1,1.65
flat,sector 111,3+,Relatively New,Class C,High Floor,South-East,3,4,2008.0,1,1,1,2.65
ind-house,sector 4,1,Old Property,Class D,Low Floor,North,3,4,990.0,0,0,1,1.1
flat,sector 69,2,Relatively New,Class C,Low Floor,North-East,3,3,1578.0,0,0,0,1.65
flat,sector 11,0,Relatively New,Class D,Middle Floor,West,2,2,761.0,0,0,1,0.33
flat,sector 102,1,Relatively New,Class D,Middle Floor,North-East,2,2,915.0,0,0,1,1.1
flat,sector 113,3,Relatively New,Class A,Low Floor,West,3,4,1930.0,1,0,1,2.35
flat,sector 95a,2,New Property,Class C,Middle Floor,South,2,2,670.0,0,0,0,0.41
flat,sector 93,3,Relatively New,Class D,High Floor,North-East,4,4,2105.0,0,0,1,1.25
flat,sector 83,3,Relatively New,Class B,Middle Floor,South-West,4,4,2000.0,1,0,1,1.42
flat,sector 108,3+,Relatively New,Class A,Middle Floor,North-East,3,3,1750.0,1,0,0,1.55
flat,sector 85,3,Under Construction,Class B,High Floor,East,2,2,1131.0,0,0,1,1.3
ind-house,sector 48,2,Moderately Old,Class B,Low Floor,North,3,6,2592.0,1,0,0,5.5
ind-house,sector 3,0,Moderately Old,Class D,Low Floor,North-West,3,1,1008.0,0,0,1,0.9
flat,sector 81,2,Moderately Old,Class D,Middle Floor,West,2,2,1397.0,0,0,1,0.75
flat,sohna road,3,Under Construction,Class C,Middle Floor,North-East,2,2,1185.0,0,0,1,1.01
flat,sector 90,3+,Relatively New,Class B,Middle Floor,South,4,4,2362.0,1,0,0,1.51
flat,sector 109,3,Relatively New,Class B,High Floor,East,3,3,1550.0,0,0,1,1.7
flat,sector-33 sohna,3+,New Property,Class D,High Floor,North,3,2,1412.0,0,0,1,1.3
flat,sector 84,3+,New Property,Class C,Low Floor,North,4,4,1899.0,0,0,1,1.05
flat,sector 1 imt manesar,3+,Moderately Old,Class D,Middle Floor,East,3,3,1900.0,1,0,1,0.91
flat,sector 12,1,New Property,Class D,Low Floor,North-West,2,2,800.0,0,0,2,0.6
ind-house,sector 56,3+,Relatively New,Class B,Low Floor,North-East,10,10,8286.0,1,0,2,8.0
ind-house,sector 4,0,Old Property,Class D,Low Floor,East,2,3,160.0,0,0,1,1.25
flat,sector 69,2,Relatively New,Class C,Low Floor,North-East,3,3,1431.0,0,0,1,1.4
flat,sector 92,3,Moderately Old,Class C,Low Floor,East,3,1,1316.0,0,0,0,0.56
ind-house,sector 66,3+,New Property,Class B,Low Floor,East,5,5,3240.0,1,1,0,12.0
flat,sector 107,3+,Relatively New,Class A,Middle Floor,East,3,4,2141.0,1,1,0,1.49
flat,sector 107,2,Relatively New,Class D,Low Floor,North-East,2,2,543.0,0,0,1,0.27
ind-house,sector 109,3+,New Property,Class C,Low Floor,North-East,4,4,2430.0,1,0,1,5.5
ind-house,dwarka expressway,3+,New Property,Class D,Low Floor,North,1,5,600.0,0,0,1,0.85
ind-house,sector 5,1,Relatively New,Class D,Low Floor,North,2,3,999.0,0,1,1,0.7
ind-house,sector 25,3+,Relatively New,Class A,Low Floor,West,9,9,2300.5,1,0,0,7.5
ind-house,sector 105,1,Old Property,Class D,Low Floor,North-West,3,2,1185.51,0,0,1,1.2
flat,sector 47,0,Moderately Old,Class D,Low Floor,West,3,3,2667.0,0,0,0,2.4
flat,sector 53,3+,New Property,Class C,Middle Floor,North-West,3,4,2895.0,0,0,1,4.8
flat,sector 22,2,Relatively New,Class B,Middle Floor,South-East,2,2,1200.0,0,0,2,2.4
flat,sector-33 sohna,3+,Under Construction,Class B,High Floor,North-East,3,2,118.0,0,0,1,1.45
flat,sector 108,3,Relatively New,Class A,High Floor,North-East,3,3,1711.0,0,1,0,2.33
ind-house,sector 38,3+,Relatively New,Class D,Low Floor,North-East,2,7,900.0,0,1,1,2.1
flat,sector 67,3+,Relatively New,Class A,High Floor,South-West,4,4,2859.0,1,0,0,4.5
ind-house,laxman vihar phase 2,2,Moderately Old,Class D,Low Floor,South-East,2,2,61.0,0,0,1,0.61
flat,sector 109,3,Relatively New,Class A,High Floor,East,3,3,1650.0,0,1,0,1.65
flat,sector 109,3+,Relatively New,Class A,Middle Floor,North-East,3,3,1466.0,0,0,1,1.5
flat,sector 65,3,New Property,Class B,Middle Floor,South,3,3,1717.0,1,1,1,4.6
ind-house,sector 82,3+,Moderately Old,Class C,High Floor,North,4,4,2425.0,1,0,1,1.6
ind-house,sector 45,2,Moderately Old,Class D,Low Floor,North-East,5,4,3240.0,1,0,0,8.5
flat,sector 50,3+,Moderately Old,Class A,Middle Floor,North-East,3,3,1950.0,0,0,0,2.35
flat,sector 79,3,Relatively New,Class A,Middle Floor,North-East,3,3,1364.0,0,0,1,1.28
flat,sector 84,1,Relatively New,Class C,Low Floor,East,2,2,533.0,0,1,1,0.34
flat,sector 102,3,Relatively New,Class B,Low Floor,East,2,2,1009.0,0,1,1,1.3
ind-house,sector 55,3+,New Property,Class D,Middle Floor,East,2,9,1125.0,0,0,0,5.0
flat,sector 86,1,New Property,Class C,Middle Floor,North-East,2,2,557.0,0,0,1,0.43
flat,sector 86,3+,Relatively New,Class C,Low Floor,South-West,3,4,1750.0,1,0,1,1.25
flat,sector 110,3+,Relatively New,Class B,Low Floor,East,5,5,3518.0,1,0,1,4.25
flat,sector 76,2,Under Construction,Class C,Middle Floor,North-East,2,2,666.0,0,0,1,0.75
flat,sector 79,3,Relatively New,Class A,High Floor,North,3,3,1166.0,0,0,0,1.2
flat,sector 102,3,Relatively New,Class D,Middle Floor,South,3,3,1316.0,0,0,1,1.6
flat,sector 102,3,Relatively New,Class D,Middle Floor,East,2,2,1102.0,0,0,0,1.26
ind-house,sector 56,2,Moderately Old,Class D,Low Floor,South,4,4,1449.0,1,0,0,2.99
flat,sector 54,3+,Moderately Old,Class C,Low Floor,West,3,3,1700.0,0,0,0,1.5
flat,sector 109,3,Relatively New,Class C,High Floor,East,3,3,1550.0,0,0,1,1.7
flat,sector 65,3+,Relatively New,Class A,High Floor,North-East,3,3,2800.0,1,0,0,5.0
ind-house,laxman vihar phase 2,1,Moderately Old,Class D,Low Floor,South,3,2,783.0,0,0,1,0.67
flat,sector 79,3+,New Property,Class C,Low Floor,South,2,2,1174.0,0,0,1,0.78
flat,sector 79,0,Relatively New,Class D,Middle Floor,North-East,3,3,1815.0,0,0,1,1.65
ind-house,sector 12,0,Old Property,Class D,Low Floor,North,2,4,675.0,0,0,1,0.9
flat,sector 108,2,New Property,Class D,Middle Floor,South,3,3,1711.0,0,0,1,2.6
flat,sector 110,3,Relatively New,Class B,Middle Floor,East,4,5,3037.0,1,0,1,3.3
flat,sector 89,3,New Property,Class D,Low Floor,South-West,2,2,1228.0,0,0,1,0.88
flat,sector 107,2,Relatively New,Class D,Low Floor,North-East,2,2,543.0,0,0,1,0.28
flat,sector 77,3+,New Property,Class D,Middle Floor,South-West,3,4,1583.0,1,0,0,1.9
flat,sector 63,3+,New Property,Class C,Low Floor,North,4,4,3150.0,0,0,0,4.49
flat,sector 74,2,Relatively New,Class A,Middle Floor,South,3,3,1938.0,1,0,0,2.25
ind-house,sector 11,2,Moderately Old,Class D,Low Floor,North-East,6,4,2700.0,0,0,1,3.08
flat,sector 61,2,Under Construction,Class C,Low Floor,East,3,3,1478.0,0,0,1,2.3
flat,sector 103,2,Relatively New,Class D,Low Floor,South-West,2,2,1224.0,0,0,1,0.9
flat,sector 67a,2,Relatively New,Class C,Low Floor,South-West,2,2,581.0,0,0,1,0.55
flat,sector 88a,3,Relatively New,Class D,Middle Floor,North-East,3,3,1993.0,0,0,1,1.45
flat,sector 69,2,Relatively New,Class B,Middle Floor,West,4,4,1822.0,0,0,1,1.7
ind-house,sector 41,2,New Property,Class D,Low Floor,East,4,4,3240.0,1,0,1,11.0
flat,sector 92,3,Relatively New,Class B,Middle Floor,North,4,3,2533.0,1,0,1,1.19
flat,sector 2,3+,Moderately Old,Class C,Middle Floor,West,3,4,1741.0,1,0,1,1.51
flat,sohna road,1,New Property,Class D,Middle Floor,West,2,2,644.0,0,0,1,0.32
flat,sector 70a,3+,New Property,Class A,Middle Floor,North-East,3,3,1900.0,1,0,1,1.69
ind-house,sector 24,3+,Old Property,Class D,Low Floor,North-East,7,5,540.0,0,0,1,1.6
flat,sector 86,3,Moderately Old,Class A,Middle Floor,North,3,3,1750.0,1,0,0,1.3
flat,sector 1 imt manesar,3+,Moderately Old,Class D,Low Floor,West,3,3,1917.0,1,0,1,0.75
flat,sector 37d,3+,Relatively New,Class D,Middle Floor,South-West,3,3,2191.0,0,0,1,1.71
flat,sector 9a,3,Old Property,Class D,Low Floor,South-West,4,3,2007.0,1,0,0,1.25
flat,sector 89,2,Moderately Old,Class D,Middle Floor,South,2,2,1034.0,0,0,1,0.75
flat,sector 83,3,Relatively New,Class C,Middle Floor,North,3,3,1584.0,1,0,2,1.4
flat,sector 36 sohna,2,New Property,Class D,Low Floor,South-East,3,2,851.0,0,0,1,0.82
flat,sector 107,3+,New Property,Class C,Middle Floor,West,2,2,1200.0,0,0,1,1.01
ind-house,sector 49,3,Moderately Old,Class D,Low Floor,East,2,6,1467.0,0,0,1,3.75
ind-house,sector 28,3+,New Property,Class A,Low Floor,North-East,5,6,3240.0,1,0,0,10.5
flat,sector 2,3,Moderately Old,Class C,Middle Floor,South-West,2,2,1419.0,0,0,1,0.98
flat,sohna road,3+,New Property,Class C,Middle Floor,East,2,2,1130.0,0,0,0,0.95
flat,sector 102,3+,Relatively New,Class C,Middle Floor,North,3,4,1761.0,1,0,0,1.75
flat,sector 60,3,Relatively New,Class D,High Floor,North-East,4,5,2607.0,1,0,0,3.6
flat,sector 77,3,New Property,Class D,High Floor,North-West,3,3,1813.0,1,0,0,2.25
flat,sector 99a,3,Relatively New,Class D,Low Floor,East,2,2,1390.0,0,0,1,1.05
flat,sector 107,3,Relatively New,Class A,Middle Floor,West,2,2,1282.0,0,0,0,0.98
flat,sector 56,2,Old Property,Class A,Low Floor,West,3,2,1275.0,0,0,1,1.35
flat,sector 53,3+,Moderately Old,Class D,Middle Floor,North-West,3,4,2221.0,1,0,0,6.0
flat,sector 72,3+,Relatively New,Class A,Middle Floor,North-East,4,5,2800.0,1,0,0,4.0
flat,sector 48,3+,Old Property,Class D,Middle Floor,North,3,3,1895.0,0,0,0,1.6
flat,sector 84,3+,Relatively New,Class C,Middle Floor,South-East,4,4,3001.0,1,0,1,2.28
ind-house,sector 43,0,Moderately Old,Class D,Low Floor,North-West,1,1,1650.0,0,0,1,2.15
flat,sector 102,1,Relatively New,Class A,Middle Floor,North-East,2,2,582.0,0,1,1,0.48
flat,manesar,0,Under Construction,Class D,Middle Floor,North,2,2,1300.0,0,0,1,0.5
flat,sector 90,3,New Property,Class B,Low Floor,North,3,4,1700.0,1,0,1,0.96
flat,sohna road,2,Relatively New,Class C,Middle Floor,North-East,2,2,763.0,0,0,1,0.4
flat,sector 83,2,Moderately Old,Class C,Middle Floor,North,3,3,1700.0,1,0,1,1.25
flat,sector 85,2,Relatively New,Class A,Middle Floor,North-East,2,2,1050.0,0,0,1,0.55
ind-house,sector 105,3,Relatively New,Class D,Low Floor,North-West,3,3,1050.0,0,0,1,0.43
flat,sector 69,1,Relatively New,Class C,Middle Floor,West,3,3,1293.0,0,0,1,1.36
flat,sector 37d,2,Relatively New,Class C,Low Floor,South,2,2,1242.0,0,0,1,1.1
flat,sector 85,3,Relatively New,Class D,Middle Floor,North,3,4,2183.0,1,0,1,1.75
ind-house,sector 4,0,Moderately Old,Class D,Low Floor,South,1,1,450.0,0,0,1,0.4
flat,sector 43,3,Moderately Old,Class B,Middle Floor,North-East,4,5,5000.0,1,0,2,8.44
